year,district,is_total,is_urban,is_rural
2018,100,False,True,False
2011,114,True,False,False
2020,229,False,True,False
2021,223,False,False,True
2023,174,False,True,False
2021,150,True,False,False
2010,187,False,False,True
2019,5,True,False,False
2021,210,True,False,False
2017,189,True,False,False
2012,16,True,False,False
2016,18,False,False,True
2023,95,False,True,False
2010,60,True,False,False
2014,205,False,True,False
2012,209,False,True,False
2011,187,False,False,True
2023,171,True,False,False
2016,163,True,False,False
2020,128,False,False,True
2012,199,False,False,True
2017,208,False,True,False
2020,238,False,True,False
2009,3,True,False,False
2021,6,False,False,True
2013,93,False,False,True
2011,23,False,False,True
2017,104,False,True,False
2020,4,True,False,False
2012,174,False,False,True
2021,82,False,True,False
2019,60,False,True,False
2018,34,True,False,False
2016,151,False,False,True
2017,152,False,True,False
2016,165,True,False,False
2021,87,False,False,True
2014,24,False,False,True
2021,195,True,False,False
2012,16,False,True,False
2015,174,True,False,False
2019,65,True,False,False
2021,141,True,False,False
2016,98,False,False,True
2016,163,False,False,True
2014,121,True,False,False
2010,226,False,True,False
2017,221,True,False,False
2020,89,True,False,False
2023,146,False,True,False
2009,18,False,True,False
2020,86,False,False,True
2010,30,True,False,False
2013,138,True,False,False
2010,66,False,False,True
2014,97,False,False,True
2019,128,False,False,True
2018,27,True,False,False
2019,156,False,True,False
2017,134,False,False,True
2021,10,False,False,True
2015,149,True,False,False
2022,27,False,True,False
2011,84,True,False,False
2015,212,False,False,True
2012,184,False,False,True
2017,155,True,False,False
2012,156,False,True,False
2022,140,False,False,True
2019,178,False,False,True
2008,51,True,False,False
2009,64,False,False,True
2020,106,False,False,True
2013,187,False,True,False
2011,133,False,False,True
2021,105,False,False,True
2021,211,True,False,False
2018,8,True,False,False
2020,230,True,False,False
2022,207,False,True,False
2020,158,False,True,False
2015,99,False,False,True
2014,83,True,False,False
2021,66,True,False,False
2016,87,False,False,True
2013,128,True,False,False
2019,63,False,False,True
2014,132,False,False,True
2012,100,True,False,False
2014,44,True,False,False
2013,193,False,False,True
2021,162,False,True,False
2015,155,True,False,False
2012,187,False,False,True
2003,64,False,False,True
2017,165,True,False,False
2016,30,True,False,False
2017,19,True,False,False
2020,28,False,False,True
2016,196,False,True,False
2018,183,True,False,False
2010,131,False,False,True
2020,212,False,False,True
2018,221,True,False,False
2018,34,False,False,True
2009,32,False,True,False
2012,10,True,False,False
2010,14,False,True,False
2014,216,True,False,False
2013,154,False,True,False
2015,168,True,False,False
2018,213,True,False,False
2020,67,True,False,False
2013,209,False,True,False
2018,97,False,False,True
2017,92,True,False,False
2012,161,False,False,True
2022,0,False,False,True
2015,4,False,False,True
2011,205,False,False,True
2019,43,True,False,False
2010,164,True,False,False
2012,197,True,False,False
2016,10,True,False,False
2006,82,False,False,True
2011,37,False,True,False
2016,72,False,False,True
2012,3,True,False,False
2018,235,False,False,True
2018,226,True,False,False
2018,189,True,False,False
2023,70,True,False,False
2015,9,True,False,False
2021,76,True,False,False
2021,185,True,False,False
2016,49,True,False,False
2018,105,True,False,False
2010,15,False,True,False
2018,165,True,False,False
2017,214,False,False,True
2010,223,True,False,False
2014,228,False,True,False
2023,158,False,False,True
2011,181,True,False,False
2009,98,False,True,False
2021,60,False,False,True
2020,139,False,False,True
2021,206,False,False,True
2020,11,False,True,False
2015,16,True,False,False
2022,232,False,False,True
2009,139,True,False,False
2018,108,False,False,True
2020,2,False,False,True
2017,167,True,False,False
2021,9,True,False,False
2015,87,True,False,False
2015,14,False,False,True
2019,190,True,False,False
2016,42,True,False,False
2012,117,True,False,False
2014,45,False,True,False
2009,118,True,False,False
2019,188,True,False,False
2013,114,True,False,False
2019,98,False,True,False
2015,128,False,False,True
2022,196,False,True,False
2019,138,False,False,True
2021,67,True,False,False
2023,122,True,False,False
2012,60,False,True,False
2011,125,False,True,False
2012,61,False,False,True
2019,45,True,False,False
2013,192,False,False,True
2013,109,False,False,True
2020,128,True,False,False
2015,202,False,True,False
2009,23,False,True,False
2019,208,True,False,False
2012,181,False,True,False
2021,209,False,True,False
2019,230,False,False,True
2013,199,True,False,False
2023,232,False,False,True
2017,46,False,False,True
2001,126,True,False,False
2019,78,False,False,True
2011,67,False,False,True
2018,45,False,True,False
2008,18,False,True,False
2021,45,True,False,False
2007,237,False,False,True
2019,49,False,True,False
2018,216,False,False,True
2009,172,False,False,True
2013,136,False,True,False
2013,98,True,False,False
2019,187,True,False,False
2015,205,False,True,False
2009,21,False,False,True
2018,153,False,False,True
2023,84,True,False,False
2011,12,False,False,True
2013,228,False,True,False
2023,7,True,False,False
2018,104,True,False,False
2009,192,False,False,True
2009,212,True,False,False
2010,73,True,False,False
2009,119,True,False,False
2023,21,False,False,True
2021,137,False,False,True
2009,151,False,False,True
2011,177,False,False,True
2013,86,True,False,False
2009,110,True,False,False
2004,51,True,False,False
2017,99,False,False,True
2018,205,False,False,True
2015,190,False,False,True
2022,28,True,False,False
2019,200,False,False,True
2018,47,False,True,False
2018,113,True,False,False
2015,64,False,True,False
2010,140,True,False,False
2020,81,False,False,True
2015,4,True,False,False
2023,30,True,False,False
2022,65,False,False,True
2010,50,True,False,False
2013,182,False,True,False
2012,126,False,True,False
2013,8,False,True,False
2014,57,True,False,False
2021,34,True,False,False
2020,238,False,False,True
2020,136,False,True,False
2016,174,False,False,True
2015,13,True,False,False
2011,70,False,False,True
2015,188,False,True,False
2022,126,False,True,False
2019,64,False,True,False
2017,88,True,False,False
2022,135,True,False,False
2010,220,False,False,True
2018,154,True,False,False
2014,178,True,False,False
2019,8,False,True,False
2023,76,True,False,False
2023,7,False,False,True
2018,163,False,False,True
2021,15,True,False,False
2017,196,False,True,False
2018,58,False,True,False
2019,228,False,True,False
2006,126,True,False,False
2010,59,False,False,True
2009,88,False,False,True
2016,100,True,False,False
2006,13,True,False,False
2021,78,False,False,True
2020,220,True,False,False
2012,132,True,False,False
2015,12,False,False,True
2022,82,False,False,True
2016,173,False,False,True
2020,60,True,False,False
2020,180,True,False,False
2009,43,False,False,True
2019,218,True,False,False
2013,67,False,False,True
2009,18,False,False,True
2017,186,False,True,False
2019,78,False,True,False
2017,220,False,True,False
2018,208,False,True,False
2008,187,False,True,False
2022,68,True,False,False
2013,213,False,False,True
2017,194,True,False,False
2015,46,True,False,False
2017,161,False,False,True
2019,85,True,False,False
2021,85,False,False,True
2021,28,False,False,True
2018,12,False,False,True
2023,55,True,False,False
2019,202,True,False,False
2017,77,True,False,False
2017,231,False,False,True
2014,235,False,False,True
2022,196,False,False,True
2019,9,False,False,True
2013,175,False,False,True
2012,139,True,False,False
2023,195,True,False,False
2019,74,False,True,False
2020,40,False,False,True
2017,185,False,True,False
2014,231,False,False,True
2021,18,False,True,False
2023,60,False,True,False
2014,85,True,False,False
2011,168,True,False,False
2019,20,False,True,False
2023,92,True,False,False
2011,41,False,False,True
2012,193,True,False,False
2002,7,False,False,True
2015,33,True,False,False
2010,182,False,True,False
2016,155,True,False,False
2020,76,True,False,False
2011,0,True,False,False
2022,118,True,False,False
2022,209,False,True,False
2010,183,False,False,True
2013,39,False,False,True
2017,222,True,False,False
2018,115,True,False,False
2012,207,False,True,False
2017,218,True,False,False
2014,143,False,True,False
2021,140,False,True,False
2014,71,False,False,True
2016,11,False,True,False
2010,158,False,True,False
2021,16,False,False,True
2010,6,True,False,False
2014,114,True,False,False
2019,179,False,False,True
2017,188,False,True,False
2002,49,False,True,False
2020,156,False,True,False
2012,158,False,False,True
2021,25,True,False,False
2020,101,True,False,False
2009,154,True,False,False
2010,130,False,False,True
2018,231,False,False,True
2012,49,False,False,True
2021,46,True,False,False
2011,72,False,False,True
2018,172,False,False,True
2013,91,True,False,False
2011,192,True,False,False
2022,8,False,False,True
2023,51,True,False,False
2010,124,False,False,True
2022,154,False,False,True
2017,71,False,False,True
2018,91,False,False,True
2016,140,True,False,False
2017,128,False,False,True
2017,139,False,False,True
2019,99,False,False,True
2017,65,True,False,False
2011,141,False,False,True
2022,230,False,False,True
2014,163,False,False,True
2023,94,True,False,False
2022,168,True,False,False
2010,110,False,False,True
2012,41,True,False,False
2007,176,False,False,True
2009,111,True,False,False
2014,82,False,True,False
2018,193,True,False,False
2009,165,True,False,False
2000,187,False,False,True
2021,163,False,False,True
2013,198,True,False,False
2022,90,False,False,True
2022,99,False,False,True
2022,89,False,True,False
2012,205,False,False,True
2012,52,False,True,False
2015,25,False,False,True
2018,23,False,True,False
2013,6,False,False,True
2019,206,True,False,False
2013,48,False,False,True
2010,14,True,False,False
2020,25,True,False,False
2021,230,True,False,False
2013,233,False,True,False
2019,226,False,True,False
2018,80,True,False,False
2022,188,False,True,False
2013,33,False,True,False
2023,204,True,False,False
2016,118,False,True,False
2023,161,True,False,False
2012,34,True,False,False
2019,136,False,True,False
2018,98,False,False,True
2022,13,False,False,True
2010,1,True,False,False
2017,48,False,False,True
2023,217,False,False,True
2013,115,False,False,True
2004,152,False,True,False
2009,10,False,True,False
2016,1,False,False,True
2012,65,True,False,False
2016,27,True,False,False
2022,134,False,False,True
2012,188,True,False,False
2017,102,False,False,True
2009,185,True,False,False
2021,212,False,False,True
2020,107,False,False,True
2012,125,False,True,False
2006,95,True,False,False
2009,199,False,False,True
2014,1,True,False,False
2013,122,False,True,False
2020,73,False,False,True
2023,20,True,False,False
2004,7,False,True,False
2021,213,False,False,True
2016,2,True,False,False
2015,194,False,False,True
2022,163,False,False,True
2014,90,True,False,False
2021,80,True,False,False
2017,181,True,False,False
2016,150,True,False,False
2015,49,False,True,False
2011,18,True,False,False
2012,46,True,False,False
2020,210,False,False,True
2022,176,False,True,False
2018,138,False,False,True
2022,178,True,False,False
2015,55,False,False,True
2013,59,False,True,False
2011,180,False,False,True
2012,217,False,True,False
2010,66,True,False,False
2020,118,False,False,True
2023,132,False,True,False
2019,227,True,False,False
2014,166,True,False,False
2011,216,True,False,False
2022,205,False,False,True
2018,19,True,False,False
2011,206,True,False,False
2003,64,False,True,False
2015,138,False,False,True
2018,101,False,True,False
2020,0,False,False,True
2021,208,False,True,False
2022,190,True,False,False
2017,211,True,False,False
2020,172,False,False,True
2011,64,False,False,True
2017,72,False,False,True
2015,200,False,False,True
2023,68,False,True,False
2022,40,False,False,True
2018,161,False,False,True
2005,126,False,True,False
2014,149,False,False,True
2018,54,False,False,True
2015,100,True,False,False
2023,42,False,False,True
2018,57,False,False,True
2013,185,True,False,False
2021,91,True,False,False
2010,85,True,False,False
2022,27,False,False,True
2023,100,False,False,True
2018,128,False,False,True
2020,170,True,False,False
2011,23,False,True,False
2019,128,True,False,False
2023,4,False,False,True
2016,195,False,True,False
2020,227,False,False,True
2017,203,False,False,True
2010,113,False,False,True
2012,205,True,False,False
2020,18,True,False,False
2020,194,False,False,True
2017,231,True,False,False
2019,42,True,False,False
2021,103,False,False,True
2012,43,False,False,True
2019,180,False,False,True
2015,63,False,False,True
2018,64,False,False,True
2021,88,False,False,True
2023,206,False,False,True
2010,231,True,False,False
2013,35,False,False,True
2010,133,True,False,False
2017,29,True,False,False
2013,54,False,False,True
2010,163,True,False,False
2022,36,False,True,False
2010,38,True,False,False
2012,193,False,True,False
2002,132,False,True,False
2013,69,False,False,True
2013,207,False,True,False
2023,80,False,True,False
2013,185,False,True,False
2020,224,True,False,False
2014,226,True,False,False
2010,207,False,True,False
2011,118,False,False,True
2010,86,True,False,False
2014,88,False,False,True
2009,195,True,False,False
2022,187,True,False,False
2017,101,False,True,False
2021,114,True,False,False
2022,123,True,False,False
2013,3,False,False,True
2022,4,True,False,False
2023,99,False,False,True
2011,176,False,False,True
2018,47,False,False,True
2023,118,True,False,False
2013,60,True,False,False
2023,75,False,False,True
2023,0,False,True,False
2020,1,True,False,False
2020,55,True,False,False
2014,152,True,False,False
2014,65,True,False,False
2017,22,False,True,False
2011,225,False,False,True
2017,132,False,False,True
2015,105,False,False,True
2012,121,True,False,False
2009,202,True,False,False
2023,45,True,False,False
2009,77,False,True,False
2005,64,False,False,True
2012,126,True,False,False
2018,63,True,False,False
2011,3,False,False,True
2020,71,False,False,True
2010,105,True,False,False
2012,213,False,False,True
2023,203,True,False,False
2009,153,True,False,False
2013,27,True,False,False
2022,110,True,False,False
2019,95,False,False,True
2019,166,True,False,False
2014,42,False,False,True
2010,166,False,True,False
2020,5,True,False,False
2018,41,False,False,True
2017,36,True,False,False
2021,183,False,True,False
2023,131,False,False,True
2011,195,False,False,True
2020,24,True,False,False
2016,114,False,True,False
2009,114,True,False,False
2015,172,False,False,True
2020,100,False,True,False
2012,177,False,True,False
2018,29,True,False,False
2016,177,True,False,False
2018,178,True,False,False
2022,10,True,False,False
2014,210,False,False,True
2012,160,False,False,True
2022,87,True,False,False
2016,151,True,False,False
2017,57,True,False,False
2009,83,True,False,False
2012,166,True,False,False
2019,10,False,False,True
2011,140,True,False,False
2012,172,False,False,True
2019,71,True,False,False
2023,44,False,True,False
2021,227,False,False,True
2016,6,False,True,False
2009,24,False,False,True
2015,135,True,False,False
2021,126,False,False,True
2010,150,False,False,True
2000,13,True,False,False
2003,64,True,False,False
2022,40,True,False,False
2011,30,True,False,False
2015,82,False,False,True
2013,226,True,False,False
2016,5,False,False,True
2010,131,True,False,False
2018,188,True,False,False
2010,57,True,False,False
2021,208,False,False,True
2015,127,False,True,False
2011,109,True,False,False
2013,151,False,True,False
2017,10,False,True,False
2020,221,True,False,False
2010,42,False,False,True
2011,157,False,True,False
2017,216,True,False,False
2009,204,False,False,True
2020,0,False,False,True
2010,152,True,False,False
2011,25,True,False,False
2016,66,True,False,False
2019,30,True,False,False
2016,193,False,True,False
2017,12,False,False,True
2006,49,False,True,False
2011,99,True,False,False
2020,167,False,False,True
2013,180,False,False,True
2005,13,False,True,False
2021,202,False,True,False
2021,162,True,False,False
2018,54,True,False,False
2009,128,True,False,False
2023,47,False,False,True
2011,165,False,False,True
2016,196,False,False,True
2016,188,False,True,False
2012,168,False,True,False
2022,129,False,False,True
2018,20,True,False,False
2010,12,False,False,True
2012,192,True,False,False
2022,144,False,False,True
2021,168,False,True,False
2015,5,False,False,True
2012,23,True,False,False
2013,174,False,False,True
2018,157,False,True,False
2005,187,True,False,False
2017,83,True,False,False
2000,187,False,True,False
2020,47,True,False,False
2009,193,False,False,True
2014,111,False,False,True
2014,95,False,True,False
2018,231,True,False,False
2022,113,True,False,False
2023,219,False,False,True
2009,144,False,False,True
2012,198,False,False,True
2022,98,False,False,True
2023,171,False,False,True
2009,131,True,False,False
2012,13,False,True,False
2019,11,False,True,False
2022,91,True,False,False
2021,143,True,False,False
2012,103,False,False,True
2009,174,False,False,True
2016,206,False,True,False
2017,163,True,False,False
2012,96,True,False,False
2021,66,False,False,True
2010,153,True,False,False
2011,24,True,False,False
2022,137,True,False,False
2022,18,False,True,False
2016,139,False,False,True
2013,72,True,False,False
2022,71,False,False,True
2011,202,False,True,False
2017,7,False,False,True
2022,226,True,False,False
2015,153,False,False,True
2016,41,True,False,False
2013,181,True,False,False
2023,155,False,True,False
2014,117,True,False,False
2020,149,True,False,False
2022,183,True,False,False
2022,63,True,False,False
2023,37,False,True,False
2011,182,False,False,True
2017,124,True,False,False
2019,157,True,False,False
2014,194,True,False,False
2011,105,True,False,False
2011,73,False,True,False
2015,74,True,False,False
2019,140,False,True,False
2014,232,False,False,True
2015,167,True,False,False
2020,129,True,False,False
2015,14,False,True,False
2015,185,False,True,False
2010,180,True,False,False
2013,191,True,False,False
2011,197,False,True,False
2015,97,True,False,False
2023,177,False,True,False
2019,132,False,True,False
2017,16,False,True,False
2019,10,True,False,False
2013,144,False,False,True
2013,188,False,False,True
2023,165,True,False,False
2018,181,False,True,False
2016,185,False,True,False
2016,64,False,True,False
2020,19,True,False,False
2022,158,False,True,False
2018,14,True,False,False
2019,193,False,True,False
2021,81,True,False,False
2023,191,False,False,True
2018,177,False,True,False
2015,7,False,False,True
2022,19,False,False,True
2016,205,True,False,False
2017,91,False,False,True
2009,193,False,True,False
2019,182,False,True,False
2016,135,False,False,True
2019,98,False,False,True
2015,2,False,False,True
2016,24,True,False,False
2016,61,True,False,False
2018,62,True,False,False
2023,187,False,True,False
2013,174,False,True,False
2013,158,False,False,True
2000,64,False,True,False
2012,114,False,True,False
2016,224,False,False,True
2023,33,False,False,True
2013,97,False,False,True
2013,28,True,False,False
2015,232,True,False,False
2022,94,False,True,False
2011,129,False,False,True
2017,2,False,False,True
2018,85,True,False,False
2021,188,False,True,False
2014,183,False,True,False
2011,47,True,False,False
2010,161,True,False,False
2012,218,False,False,True
2009,66,True,False,False
2015,206,False,False,True
2014,33,False,True,False
2014,102,False,False,True
2009,86,True,False,False
2009,29,True,False,False
2005,126,False,False,True
2021,36,False,True,False
2021,220,True,False,False
2022,16,False,True,False
2009,59,False,True,False
2009,158,True,False,False
2011,161,False,False,True
2006,49,False,False,True
2017,74,True,False,False
2022,77,True,False,False
2023,226,False,False,True
2015,30,False,False,True
2013,155,False,True,False
2022,159,True,False,False
2013,179,False,False,True
2019,54,False,False,True
2020,174,False,True,False
2009,65,False,False,True
2022,179,False,False,True
2010,139,False,False,True
2015,210,False,False,True
2009,177,False,True,False
2015,140,True,False,False
2011,102,True,False,False
2012,29,False,True,False
2013,77,False,True,False
2009,227,False,False,True
2018,131,False,False,True
2011,144,False,False,True
2022,112,False,False,True
2003,51,True,False,False
2022,69,False,False,True
2012,230,True,False,False
2011,74,False,True,False
2016,98,True,False,False
2003,52,False,True,False
2023,186,True,False,False
2011,92,True,False,False
2020,62,False,False,True
2015,151,True,False,False
2022,99,True,False,False
2015,6,True,False,False
2006,13,False,False,True
2015,213,True,False,False
2019,127,False,True,False
2010,117,False,True,False
2016,222,True,False,False
2023,15,True,False,False
2020,27,True,False,False
2015,231,True,False,False
2019,18,False,False,True
2020,7,True,False,False
2023,142,False,False,True
2002,95,False,False,True
2010,105,False,False,True
2010,90,True,False,False
2013,118,False,False,True
2018,220,False,False,True
2015,55,True,False,False
2020,13,False,False,True
2022,93,False,False,True
2009,200,True,False,False
2019,71,False,False,True
2015,170,False,True,False
2013,26,False,False,True
2010,114,False,False,True
2020,197,True,False,False
2022,105,True,False,False
2023,104,False,False,True
2022,136,False,True,False
2015,205,False,False,True
2023,193,True,False,False
2014,117,False,True,False
2014,163,True,False,False
2016,207,False,True,False
2010,103,True,False,False
2016,227,False,True,False
2018,150,False,False,True
2022,135,False,False,True
2019,63,True,False,False
2019,220,False,False,True
2011,181,False,True,False
2020,54,False,False,True
2016,95,False,False,True
2021,194,False,True,False
2020,8,False,True,False
2011,14,True,False,False
2010,82,False,True,False
2012,206,True,False,False
2022,188,True,False,False
2019,164,True,False,False
2001,187,False,False,True
2021,157,False,True,False
2010,189,True,False,False
2015,23,False,False,True
2011,199,True,False,False
2017,236,True,False,False
2022,162,False,True,False
2018,76,False,True,False
2023,147,False,False,True
2020,116,False,False,True
2009,202,False,True,False
2018,155,False,True,False
2021,100,False,False,True
2023,157,False,True,False
2015,109,False,False,True
2023,209,True,False,False
2003,51,False,True,False
2021,5,True,False,False
2020,76,False,True,False
2020,115,False,False,True
2021,65,False,False,True
2020,60,False,False,True
2015,35,False,False,True
2017,82,True,False,False
2012,67,False,False,True
2009,115,True,False,False
2017,232,False,False,True
2013,160,True,False,False
2021,27,False,False,True
2009,46,False,False,True
2018,149,True,False,False
2022,219,True,False,False
2010,116,True,False,False
2022,125,False,True,False
2016,153,False,False,True
2019,0,True,False,False
2014,59,False,False,True
2015,83,False,False,True
2023,81,False,True,False
2011,92,False,False,True
2013,21,False,False,True
2021,134,True,False,False
2014,195,False,False,True
2020,65,True,False,False
2012,60,False,False,True
2011,37,True,False,False
2013,60,True,False,False
2014,209,True,False,False
2011,102,False,False,True
2015,141,False,False,True
2015,113,True,False,False
2020,188,False,False,True
2017,177,True,False,False
2016,136,False,True,False
2016,33,True,False,False
2014,64,True,False,False
2016,73,True,False,False
2016,127,False,True,False
2018,3,True,False,False
2021,29,True,False,False
2015,12,True,False,False
2023,114,False,True,False
2014,96,False,True,False
2009,111,False,False,True
2017,90,False,False,True
2021,8,True,False,False
2023,148,False,False,True
2022,81,False,True,False
2009,69,True,False,False
2018,179,False,False,True
2016,79,True,False,False
2011,222,True,False,False
2017,189,False,False,True
2023,225,True,False,False
2015,67,False,False,True
2009,127,False,True,False
2011,28,False,False,True
2009,51,False,True,False
2012,188,False,True,False
2019,209,True,False,False
2014,37,False,True,False
2022,223,True,False,False
2018,84,False,False,True
2018,115,False,False,True
2011,209,False,True,False
2010,74,False,True,False
2015,72,False,False,True
2010,68,True,False,False
2014,154,True,False,False
2012,18,True,False,False
2018,78,False,False,True
2020,91,True,False,False
2021,29,False,False,True
2016,78,False,False,True
2009,234,False,True,False
2012,117,False,True,False
2022,126,False,False,True
2012,113,False,False,True
2020,97,True,False,False
2010,46,False,True,False
2017,39,False,False,True
2012,111,True,False,False
2022,96,True,False,False
2018,80,False,False,True
2012,6,True,False,False
2020,201,False,False,True
2019,117,True,False,False
2002,152,False,False,True
2014,13,False,True,False
2021,228,True,False,False
2010,206,False,False,True
2023,129,False,False,True
2023,10,True,False,False
2013,117,False,True,False
2020,77,True,False,False
2016,190,False,False,True
2010,29,False,True,False
2002,64,False,False,True
2015,178,False,True,False
2014,211,False,False,True
2012,115,True,False,False
2007,51,False,True,False
2022,131,False,True,False
2013,23,False,False,True
2018,55,True,False,False
2018,172,True,False,False
2010,36,False,True,False
2016,189,False,True,False
2014,98,False,False,True
2009,35,False,False,True
2023,221,False,False,True
2010,116,False,False,True
2014,188,False,True,False
2023,107,False,False,True
2017,52,True,False,False
2022,65,True,False,False
2020,30,False,False,True
2012,28,False,True,False
2018,168,True,False,False
2017,31,True,False,False
2018,39,True,False,False
2015,189,False,False,True
2018,51,False,True,False
2022,208,False,True,False
2022,126,True,False,False
2015,212,True,False,False
2013,194,False,False,True
2017,20,False,True,False
2014,201,True,False,False
2021,47,False,False,True
2020,12,True,False,False
2010,7,True,False,False
2018,230,True,False,False
2013,186,True,False,False
2015,210,True,False,False
2023,205,False,False,True
2020,126,False,True,False
2014,65,True,False,False
2016,184,False,False,True
2017,178,True,False,False
2023,82,True,False,False
2023,180,True,False,False
2014,40,True,False,False
2018,46,False,True,False
2013,226,False,True,False
2023,28,True,False,False
2017,183,True,False,False
2009,228,False,True,False
2000,52,False,True,False
2012,151,False,True,False
2023,64,False,True,False
2012,194,False,False,True
2013,72,False,False,True
2023,175,True,False,False
2020,115,True,False,False
2016,69,True,False,False
2014,100,False,True,False
2012,73,False,False,True
2022,203,True,False,False
2013,238,False,True,False
2017,131,False,False,True
2015,235,False,False,True
2021,20,True,False,False
2010,31,False,True,False
2018,151,False,False,True
2021,67,False,False,True
2015,168,False,True,False
2011,60,False,False,True
2014,60,False,False,True
2017,224,False,False,True
2009,128,False,False,True
2010,104,True,False,False
2021,83,False,False,True
2013,182,True,False,False
2021,211,False,False,True
2011,64,False,True,False
2012,75,False,False,True
2017,207,False,True,False
2017,127,True,False,False
2013,48,True,False,False
2010,32,True,False,False
2016,39,True,False,False
2019,135,False,False,True
2021,106,True,False,False
2020,223,False,False,True
2020,27,False,True,False
2023,89,False,True,False
2023,191,True,False,False
2015,196,False,False,True
2012,55,True,False,False
2021,14,False,False,True
2012,2,False,False,True
2023,77,True,False,False
2018,45,True,False,False
2013,38,False,False,True
2012,45,False,False,True
2023,25,True,False,False
2021,18,True,False,False
2017,216,False,False,True
2018,65,False,False,True
2012,1,True,False,False
2013,49,True,False,False
2016,88,False,False,True
2022,49,True,False,False
2013,13,False,True,False
2020,92,False,False,True
2017,129,False,False,True
2022,7,True,False,False
2023,146,True,False,False
2010,235,False,False,True
2021,192,True,False,False
2012,57,False,False,True
2010,163,False,False,True
2012,10,False,True,False
2012,190,True,False,False
2016,14,False,True,False
2009,36,False,True,False
2012,189,True,False,False
2009,199,True,False,False
2010,215,True,False,False
2007,29,False,False,True
2018,48,True,False,False
2013,209,True,False,False
2020,88,False,False,True
2012,118,True,False,False
2009,92,True,False,False
2020,52,False,True,False
2020,204,True,False,False
2018,218,True,False,False
2017,144,True,False,False
2009,11,False,True,False
2010,123,False,False,True
2016,234,False,True,False
2022,49,False,True,False
2017,118,False,False,True
2023,54,True,False,False
2017,40,True,False,False
2022,76,False,False,True
2015,125,False,True,False
2020,176,True,False,False
2019,56,True,False,False
2022,118,False,False,True
2009,200,False,True,False
2013,126,False,True,False
2010,128,False,False,True
2023,181,True,False,False
2017,98,False,False,True
2010,78,False,False,True
2014,141,True,False,False
2023,142,True,False,False
2016,154,False,False,True
2013,148,False,False,True
2007,13,True,False,False
2013,102,False,False,True
2019,223,True,False,False
2016,6,False,False,True
2020,22,False,True,False
2023,119,False,False,True
2018,109,False,True,False
2021,83,True,False,False
2015,29,False,False,True
2019,233,True,False,False
2011,2,False,False,True
2009,96,False,True,False
2018,12,True,False,False
2015,177,True,False,False
2017,114,False,True,False
2001,13,False,False,True
2019,97,True,False,False
2021,220,False,True,False
2013,27,False,False,True
2022,198,True,False,False
2018,210,True,False,False
2010,64,False,False,True
2023,154,False,True,False
2011,18,False,True,False
2018,219,True,False,False
2022,107,False,False,True
2017,174,False,True,False
2016,17,False,True,False
2010,165,False,False,True
2018,126,False,False,True
2023,121,True,False,False
2011,221,True,False,False
2011,144,True,False,False
2021,190,True,False,False
2002,52,True,False,False
2010,183,True,False,False
2012,82,False,True,False
2010,181,False,True,False
2012,80,False,False,True
2014,69,True,False,False
2023,160,True,False,False
2017,95,False,False,True
2012,78,False,False,True
2011,126,True,False,False
2022,71,True,False,False
2010,8,False,True,False
2010,82,False,False,True
2022,39,False,False,True
2010,44,True,False,False
2018,125,False,True,False
2022,156,True,False,False
2021,55,False,False,True
2010,49,False,False,True
2009,62,False,False,True
2016,10,False,False,True
2018,89,False,True,False
2019,238,True,False,False
2011,177,False,True,False
2022,25,True,False,False
2019,74,True,False,False
2016,210,True,False,False
2012,82,False,False,True
2019,66,False,False,True
2016,237,True,False,False
2009,22,False,False,True
2020,148,False,False,True
2016,9,False,False,True
2010,89,True,False,False
2022,181,False,True,False
2019,118,False,True,False
2018,7,True,False,False
2021,65,True,False,False
2019,16,False,True,False
2015,77,False,True,False
2018,62,False,False,True
2012,139,False,False,True
2019,197,False,True,False
2012,238,True,False,False
2020,189,False,False,True
2010,195,False,True,False
2021,135,False,False,True
2014,185,False,True,False
2022,114,True,False,False
2018,194,False,False,True
2012,133,True,False,False
2017,123,False,False,True
2009,229,True,False,False
2020,194,True,False,False
2018,137,True,False,False
2018,204,False,False,True
2018,93,True,False,False
2009,65,False,False,True
2013,133,False,False,True
2014,77,False,True,False
2010,8,True,False,False
2017,59,False,False,True
2022,12,True,False,False
2016,0,False,False,True
2016,49,False,False,True
2015,192,False,False,True
2014,180,False,False,True
2009,207,False,True,False
2011,103,True,False,False
2014,164,False,True,False
2021,94,False,True,False
2013,9,False,False,True
2012,85,True,False,False
2021,31,True,False,False
2014,81,False,False,True
2018,230,False,False,True
2014,197,True,False,False
2015,95,True,False,False
2018,18,False,False,True
2009,170,True,False,False
2022,225,True,False,False
2019,19,False,False,True
2011,47,False,True,False
2019,158,True,False,False
2011,182,True,False,False
2020,75,True,False,False
2009,56,True,False,False
2021,201,False,False,True
2014,91,True,False,False
2013,211,False,False,True
2009,30,False,False,True
2010,221,True,False,False
2011,237,False,True,False
2009,178,True,False,False
2015,130,False,False,True
2020,36,True,False,False
2011,6,False,False,True
2023,182,False,False,True
2012,140,True,False,False
2013,152,True,False,False
2020,94,False,True,False
2012,14,True,False,False
2018,121,True,False,False
2023,52,False,True,False
2014,196,False,False,True
2012,63,True,False,False
2018,132,False,True,False
2019,224,False,False,True
2015,109,False,True,False
2017,228,True,False,False
2021,110,False,False,True
2014,60,True,False,False
2017,6,False,True,False
2016,75,True,False,False
2017,103,True,False,False
